index,Tweet,Sentiment_llm
14321,"#SPD Sozialdemokratische Partei Deutschlands

OneStepBayond@mastodon.social

#SCOTTISHINDEPENDENCE 
🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🏴󠁧󠁢󠁷󠁬󠁳󠁿🌹🌹🌹",0
24090,"Playing 80's - 90's Themed Rock. 
Featuring Local Bands. 
All Rock / All Local / All The Time 
Commercial Free! Tell All Your Friends!",0
11725,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
33713,"Never complain, never explain",0
35085,"Straight-Up, Undiluted, Original-Strength & More Mormon than you might guess - Husband x2, Father x12. A Lover of Peace & graduate of the School of Hard Knocks.",0
1443,"Hier twittert die Freie Stimme von Moskau in der Bundesrepublik Deutschland.
@Twitter: Satire darf Alles. Home of #PraktikantRusBotschaft",0
25907,"Kenyan News Tv is the leading news company in Kenya, We give you timely updates 24/7  https://t.co/b67cagPYhP https://t.co/4A41RLN4hK",0
27566,#Socialist #Activist #Crocheter #Homelessness #Poverty Donates items to homeless projects Promotes #Handmade AKA @thehippyhen #LGBTQ Ally #MetalManiac She/Her,0
10557,Podcasting’s professional contrarian since 2004 | Podcast Hall of Fame Class of 2022 | Host of @PodPont | Curating @TheEndUpdates,0
21760,"Alma Mater: Federico II, Napoli
Giurisprudenza,
Inventore🇪🇺",0
1743,Просто читач Twitter,0
29746,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
28435,"Austrian - very oldschool liberal - Single #NAFO Expansion is not negiotiable. The plague of disinformation shall be eradicated. 
Pronouns: He/Him/HIMARS♥️🇺🇦",0
35126,"Zа правду
Zа мир
Zа Победу",0
33399,"Context and commentary on equality, politics, and the patriarchy. The goal? To change the world of course. #theresistance ☮️ #ERAnow #Vote #blacklivesmatter",0
28194,Думка в день,0
18200,"Open Source Intelligence, Reporting news from all over Ukraine. 
 
@NewsUkrainian24 back up account.

https://t.co/DirOI1AkD3",0
34080,"🇪🇺🌏❤
 HIER UND JETZT HEUTE UND  MORGEN",0
14833,"Business Analyst, Ex-Soldier, E-Mobilist, Racebiker | #NAFO | @CIA: no capa for orders | Donate and get a fella! | Bonk Vatniks and get fresh potatoes!",1
23307,"Lapsed Microbiologist/Biochemist: 🇦🇺 Neopositivism, Nullifidian. In Bigi Bigi on Wangal land in the Eora Nation. Agree in a semi circle",0
12601,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
9159,لَا تَدْرِي لَعَلَّ اللَّهَ يُحْدِثُ بَعْدَ ذَٰلِكَ أَمْرًا,0
17908,"Multipliziere Netzpolitik & Engagement für #refugees & Umwelt, UX Enthusiast, coding stuff - engl/german",0
15347,انقل لكم أحداث الأزمة الاوكرانية 🇺🇦,0
34887,русні пизда,-1
4547,My Name Is Badass LVL 26 Baby 🤨😘😄❤️ In God We Trust geomantic,0
17827,I'm a pixel artist. My pixel art is children friendly. I would be happy if my art could make you smile. 子どもに優しいピクセルアートを制作しています。本職は、システムアーキテクトです。,0
17263,Der #Kerneuropäer Mariano Méndez richtet seine Präsenz im Twitter mit seiner politischen Lösung für die #VereinigtenStaatenVonEuropa & die 69 Mio. Kerneuropäer.,0
4301,"It was always the becoming he dreamed of, never the being. 🇺🇸",0
32202,"Conductor, Composer and Teacher of conducting living in Kuopio, Finland. Saving Kanttila, the House of Freedom and Equality❤️@minnacanthtalo",0
34705,"Cada día a las 17:30. +3.500 cursos compartidos en 2021.
Artículos, noticias y guías #web #rrss #dev #devops #linux #software #blockchain #nft #hacks y más.",0
23624,Dad | Patriot 🇺🇸🦅 | hiker | ⚽️ |Long-short equity | @nyuniversity @BaruchCollege @Fidelity @Citi #DeanWitter @RSMErasmus @Apple,0
15300,"Laica, Radicale, Libertaria. 
LA MIA PATRIA IL MONDO INTERO, LA MIA FEDE VERITA'
Geopolitica, Economia, Diritti Umani e Civili.
🇪🇺#StatiUnitidEuropa 🇪🇺",0
34287,"Dad X 9, Grandpa X2,  CEO-Gaming & Hospitality Corp. Retired Judge, Ex Congressional Staffer. 
Views are mine only. Retweets NOT endorsement.",0
7044,"Sophist by training, amateur linguist by chance, humanist by choice.
Opinions and typos are all mine.",0
22185,✍️ DC Correspondent covering South Caucasus | #PressFreedom advocate | @AU_SOC 🎓 | @AmnestyUSA Country Expert | @ForeignPressUSA Board | Tweets=personal,0
5136,日落尤其温柔💕人间皆是浪漫✨,0
33454,"#genealogy #familyhistory McEwan, Cadieux, O'Connor, Dolan — Renfrew, Ottawa, Janesville; Onslow QC — Scotland, France, Ireland",0
8557,#InformaciónParaTi,0
24141,Député du Pays de Retz 9ème circo Loire-Atlantique #Ensemble de la #MajoritéPrésidentielle #législatives2022 #avecvous #LaRem #Renaissance,0
8992,"A strategic analyst keenly interested in our global village. As an optimist, I believe we are at the brink of a new waft of cyber_rennaisance across the 🌎.",0
2094,"Chief Election Office +20 yrs. so no BS. US Navy Nuke. Mayor, Nat'l Acad. of Sciences, Public Health. I travel the world too much.",0
8875,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
13121,"The hard part about  propaganda is that you have no idea what will happen yesterday. 
Tweets on burnout and conflicts because we deserve a better world.",0
22395,"Unknown World
(Words will always retain their power. Words offer the means to meaning. And for those who will listen, the enunciation of truth and the truth is)",0
21791,#кіберТРО ❗️ YhorYan 👽🛸 👾 @TFNTEAM_nft Artist 🖼 🎨🇮🇱 #євреRUTH’in 🇺🇦 🎧 @010io — @17ibRU #XÆA12 🦋 ☮︎ חָפֵץ חַיִּים 🔮 #TFN ⚠️ #TEAM_FUTURE_NATIONS,0
9867,🧡 #SchuetztDieKinder 🍀 #FreedomMatters 🇺🇦,1
25031,元LITTLE SISTERのコウです。バンドではベースを、ソロではピアノ弾き語りをしています。趣味はミニカー収集、ガンプラ作り、阪神タイガースファンです。同志社大学神学部卒業、講道館柔道初段。只今、市川うららFM『渡辺多恵子のオトナラジオ(仮)』にて楽曲放送中です♪,0
23387,"Conductor, Composer and Teacher of conducting living in Kuopio, Finland. Saving Kanttila, the House of Freedom and Equality❤️@minnacanthtalo",0
2871,欲はなく決して怒らず　あらゆることを自分を勘定に入れずに    野原ノ松ノ林ノ陰ノ小サナ萱ブキノ小屋ニヰテ　東に病気の子供あれば行って看病してやり　西に疲れた母あれば行ってその稲の束を負い　南に死にそうな人あれば行って怖がらなくてもいいと言い　みんなにデクノボーと呼ばれ、そういうものに私はなりたい.。　by K.M,0
3368,wojci3cℏ,0
26853,"@ChelseaFC huge fan, travel addict, coffee business adviser🇺🇦 ‼‼‼SUPPORT UKRAINE: https://t.co/TY0NnCXw4Q",1
25052,Je suis bénévole ukrainienne habitant en France qui publie les news afin d'informer le monde entier sur la guerre de la russie contre l'Ukraine.,1
20818,I Drive / 'Selfish beyond belief' / Semi-retired,0
25879,Bettelstudent aber ohne Singstimme,0
3595,https://t.co/dLGK7ctD3M,0
30230,Freethinker & Sigma Male,0
20036,Ingeniero Civil proyectos y gerencia de obras,0
27765,"38, #Stron9er #FinoAllaFine Forza Juventus! 🖤⚪ #Peace 🇺🇦 🤝 🇷🇺",0
33485,gal tgray,0
12501,💙💛,0
7136,Rassismus und Antisemitismus sind keine Meinung. Für Fakten und Wissenschaft. #Noafd #FckNzs,0
1396,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
20916,"«Guardatevi dai falsi profeti i quali vengono verso di voi in vesti da pecore, ma dentro sono lupi rapaci. Li riconoscerete dai loro frutti»",0
32356,хотите конструктивный отзыв и анализ на вашу работу (фф/рассказ/стих) я всегда к вашим услугам.; шипер вигу/юнмин; дон-сен @namu_split,0
32886,random pics of the world around me included,0
14932,"🇪🇺 Europa NATO - For peace, freedom and democracy we stand - citizens voices - kdos",0
12967,ความชอบไม่มีจำกัด 🎮#HRK @MisterHeartz 🙌🏻 @marshmello #Blackpink #GOT7 #NCT #MilkTeaAlliance,0
20374,"Get the latest https://t.co/Pb1zH8ngmY World News: international news, features and analysis from Africa, Europe, the Middle East. follow @MuhaburaRwanda",0
7985,NEWS THAT MATTERS,0
11759,"Data Science. Technology. 

Tweets on the entanglement of #Corruption and #Terrorism. Mostly on #MiddleEast.

Opinions are my own.",0
19750,"Tractor driver licence owner from Aalborg  Denmark 🇩🇰
Here I post mainly about ongoing war in Ukraine and American politics collecting and redistribution Info",0
15782,Artwork purchased from Julia on etsy,0
18704,Founder FastBDS - Web Teller Application (Branch Delivery System) for banking industries.,0
30835,"Profilo ufficiale di Tgcom24: tutte le notizie sul nostro sito, sul canale 51 del digitale terrestre e su Telegram https://t.co/7Rj7EzNNAd",0
33572,0815,0
1132,"For rescue our vulnerable, handicapped & special needs dogs,
Where they can be safely & more comfortably sheltered until adoptive homes can be found.",0
31716,"Goals: Stand up for justice, liberty, truth, reality.   Be aware of implicit bias.  Block asshattery.  Remember, physics wins in the end.  Take time to write.",0
16095,#maman #goodwife #patronne #amoureusedelalanguefrançaise #PSG #touchepasIbra #paspolitiquementcorrectejustecorrecte #ParisAttacks suivie par @NicolasSarkozy,0
8852,"Official handle of National Hindi News Channel TV9 भारतवर्ष.
टेलीग्राम पर जुड़ें हमारे साथ,पाएं सबसे तेज न्यूज़ अपडेट  https://t.co/cU310bCQen…",0
7792,"Producer, photographer.",0
9250,"•engineering student 📖✏📐🏗🛣
•fitness & gym addicted 🏃💪🏋
•maxim:''fight for what you want..but especially for what you love.IMPOSSIBLE IS NOTHING''☀💫❤💯",0
525,"#Tech CEO | Exporter | Business, Economics, Geopolitics, #UKTrade | #EU, #UK, #USA, #CPTPP, #Commonwealth | #LizForLeader #BackBoris #FJB | ⚠️ Website in 2023",0
33740,"Бо вибухаю внаслідок нестабільності. Тут звалище моєї повсякденності. Плекаю травми, чоловіка, дитину, кота, собаку, кроля, папуг, кактуси і трохи себе. #УкрТві",0
1568,"News and podcast lover. Amateur interest in European history, politics and conflicts. Poland/Netherlands/Tanzania/Spain. #TranslatingPolishintoDutch",1
956,Inventor. Prior LE. Veteran. *Rothbardian. Politics&Business |Matthews 5:9| “A man will fight harder for his interests than for his rights.” -Napoleon Bonaparte,0
33325,☄📺 🚀🔥🌎🌋💥 politics is a divisive trick invented by Julius Caesar - divide and conquer #WorldLeadersHaveFailedUsAll,0
21090,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
23140,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",0
24473,Those wanting WWIII and why,1
22493,"Dünyadan Bilgi ve Yorumlar.
News, Information and Comments from the World.",0
16700,"M.A. in International Relations, author at https://t.co/9RJbKskmn8,  #US_Russian_Relations🇺🇸🇷🇺#essayist #writer #politicalanalyst #humanities #philosophy",0
12007,Premier quotidien dans l'Aude et les Pyrénées-Orientales. Suivez aussi @LIndep_perpi @Narbonne_lindep @Carca_lindep et @sport_lindep,1
23976,"Wherever there is injustice, you will find us.
Wherever there is suffering, we'll be there.
Wherever liberty is threatened, you will find...",1
22021,Software engineer. Freedom advocate.,0
11305,Krokodil,0
8716,BLOGGERnotizen - The news will find me ... Inspired & powered by Web 4.0!,1
2119,Attorney. Trying to save the 🌎 planet and the 🇺🇸 United States at the same time,-1
29761,مهتم بالقضايا السياسية والاقتصادية والعسكرية,1
19129,"Photographer, journalist & cultural producer.
Retired.",0
21884,#FBPE  #Ukraine #Ensemble_UE @renaissance  #CharlieHebdo  #SamuelPaty #Laïcité  #shoah  @AuschwitzMuseum,1
35334,RAPT theory has revealed a big lie.I want to tell the world the truth.,0
23214,"A riddle, wrapped in a mystery, inside an enigma. Author of acclaimed 'Tailwinds & Teapots'.
#AviationBooks #Writers #StopRussia 🇺🇦",0
7137,"Ентузіаст дослідження космосу 🔭 Велосипедист 🚲 Захисник природи 🌳 #укртві
Space exploration enthusiast, cyclist, environmentalist. Tweets in 🇬🇧 & 🇺🇦",0
34103,"Official Twitter feed of Liberty Nation | Conservative News, Commentary & Analysis | Home of The Uprising Podcast, LN Radio, C5, and Swamponomics TV |",-1
3317,What / If,1
34445,Rzeczpospolita to jeden z liderów prasy codziennej w Polsce. Jest najczęściej cytowaną gazetą w kraju. Oto jedyny oficjalny profil Rz.,0
28224,"Metro a Pensée










































#battitoreLIBERO








#ancheOggiILnostroTUITquotidiano

#perchèNOIsiamoLEGIONE
#SiVisPacemParaBellum",-1
31386,🇪🇺🇫🇷patriote européen🇫🇷🇪🇺Vive la démocratie ✊,0
24066,"journaliste indépendant au cœur de l'actualité politique, nationale et internationale. également présent sur Facebook https://t.co/ZDasg3CTrL",0
2787,"Consumer O' Knowledge w/ Built-in Forgetter
QuasiSwing/Scalp/OpenMinded/Intention. If lovin' Jesus, Buddha & many others is wrong--------I don't wanna be right.",0
30821,"🇺🇦 Ukraine News 🛰
🔔 War & Genocide in Ukraine by russia invasion
📢 Crimea is Ukraine
🇺🇦 Ukrainian in Ukraine 🇺🇦 #Bavovnyatko",-1
22618,divers uncompromising controversial out of the Matrix-🗿 😉 favorite quotes: “only 🧠-dead fish swim 🐡 with the tide” & “in my life you are a day fly” 🪰,1
16890,"Abogado, tapatío, antiamlo!! chairos ni se acerquen porque soy alérgico a la kk 😂 #encabronadordechairos #LigaDeGuerreros #amoalosperros #chivas🐐#barcelona⚽️",1
10325,Fighting against Trolls,-1
20183,Block me see if I care. I’m not everyones cup of tea or coffee. I’m that herbal tonic to those that need it. That’s what matters. Trombonist & ethnomusicologist,0
20918,"Ukrainian, Software Engineer, Cyber-Cyborg",0
30518,"(Semi) Intelligent musings. Politics, foreign affairs & sportz. Liberal, not Left. #Patsnation #GoHabsGo 🇨🇦",1
14713,"Nfts lay the foundations for building a brand-new virtual meta-world

#NFT #NFTCommunity #NFTs #NFTartist #Metaverse #CryptoNews #Blockchain #Cryptocurrency",0
7129,"In Moscow since 1986. Russia & Eurasia correspondent since 1993. Publisher of Ellada free press since 2007. GR, EN, RU tweets. Зовут меня Афанасий.",1
8221,"Wenn es einen Gott, gibt muß er mich um Verzeihung bitten  (geschrieben auf einer Zellenwand Mauthausen)",-1
5047,"Україна über alles, курво!☝️",1
14323,"Favs=bookmarks
RT=endorsement,unless it backfires",0
22539,Chillin`,0
11506,I'm a digital marketing Specialist,-1
4349,"Enjoys traveling, swimming, yoga, walking, reading financial news, investing, and occasionally choosing a quiet cafe. Mother is from Taiwan. Settled in Canada.",0
26931,Alles außer die GRÜNE Pest! Schadenfreude und Satire ausdrücklich erlaubt!,1
32100,"Electrical Engineer, LNG, Copper, #EV, Finance",1
19556,короткий зміст,1
31607,"Beskydský lokálpatriot.
Hrdý člen neformálního twitterového sdružení Lípa.
#dyckyLípa",0
33069,"American 🇺🇸, Scientist,Health Professional,philanthropist, philosopher, Progressive, great insights, Husband, Dad, Family Oriented, God’s disciple.",1
25119,"Global Watch takes you around the world at 0400 GMT everyday on CGTN @CGTNOfficial, bringing the latest top stories and getting to the heart of breaking news.",0
20760,Ми зможемо разом зробити цей світ ще кращим!🌺🇺🇦,1
23035,"Ukrainian war volunteer from Free Syria
#SlavaUkraini

Contact me: https://t.co/hWHyCTarb4",0
4234,Former Diplomat now genial old buffer complaining about world affairs. Diplomacy is telling people to go to hell while making them look forward to the journey.,0
24879,"Military Conflict OSINT. USAF Veteran (COMINT/ELINT, Cryptologic Linguist, Intel Analyst). Retired Engineer. USCG Master Captain living on a boat.",1
8784,"Україна über alles, курво!☝️",0
16462,"我们是要消灭中国共产党的新中国联邦人
We are the New Federal People of China who want to destroy the Chinese Communist Party",1
30635,"Journalist, Satiriker, Zyniker, Wortspielfetischist aus München (Munich, Germany)
Tweets are personal and retweet doesn't mean endorsement!",-1
5577,"honeste vivere, alterum non laedere, suum cuique tribuere.",1
29867,"🌄 ✈️ 📸  Ｔｒａｖｅｌ Ｉｎｔｅｒｅｓｔ 🚇 🎡 👺

🌊🌊🌊 #BLM  RIP #KASHOGGI---- No war ☮",0
5878,Love God-Love People🙌 Anti-Racist✌️She/her Good Trouble & Ally to ALL! 🤗🌊 BlackLivesMatter ✊NativeRights🪶StopAAPIHate 🌈BeKind ✡️♿️ Vote🗳 Climate Crisis 🌊,0
14424,"Author of CIA spy thrillers, Member-Association of Former Intelligence Officers (AFIO).",-1
16828,"🇪🇺 Europa NATO - For peace, freedom and democracy we stand - citizens voices - kdos",1
20967,"Jeune vieux solo malgré lui, je m'intéresse au monde. Voyage souvent pour ne pas mourir idiot.
2  ou 3 choses m'intéressent un brin plus ces temps-ci, devinez.",0
5857,"Inactive regarding OSINT rn -
Special #NAFO #whatairdefensedoing #fella operation - german magic #guineapigfellasquad",1
9164,"Pensieri, idee ed opinioni allo stato brado. ”Sii il cambiamento che vuoi vedere nel mondo” Gandhi.",0
7055,"Stolze Oma, 
vielseitige Interessen,
ein bisschen crazy, 
ewige Rockerin,
pro Umweltschutz,
pro Frieden,
ernähre mich nicht vegan,
Yes to No Covid, 
#fckAfD,",0
17324,#finoallafine ⬜⬛,-1
24204,Ce n'est pas ce que nous sommes qui nous empêche de réaliser nos rêves. C'est ce que nous croyons que nous ne sommes pas.,1
10109,"рокер, панк, металіст, жидобандерівець, нацист. говорю тут про важку музику і війну.",-1
16555,🇦🇿 🇺🇸,1
10777,✞,1
3679,"Judge a man not by the colour of his skin, but by the content of his character - Martin Luther King Jr.",0
6640,"Ukrainian Ads manager, Pro-Lifer and Catholic",0
22985,"Lebenserfahren, manche sagen weise, andere debil! 
Die Anzahl der Follower sagt nichts aus!
Ich blocke jeden User, der keine offene Meinungsäußerung zulässt!",1
1283,Psychotherapist Perapetitc Londoner Remain adopter Irish Heritage. Photographer #Resist  #Rejoin #FBPE #Climatecrisis #ToryBrexitDisaster #borisout,1
26232,Hell is other robots.,1
32289,"Rédacteur Mobilités @Mobiwisy 🚲🚗🚝
Passions écologie, météo & climat 🌍🌿♻️",1
4650,TRUMP WON & #BidenKills!!! MORE COMING SOON! GOD GUNS AND GLORY! #AmericaFirst,0
28070,✪減塩生活 3年目突入⇒ 体重49.5kg、BMI値16.3、体脂肪率は5.0%…2022/09/30現在  ✪過疎の村に移住希望(暖かい所がいいかなぁ),1
12119,"STEM Program Manager — Futurist, Marxist-Socialist, Internationalist, Anti-Imperialist and Anti-War Veteran. Peace.",0
9318,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
16381,"#NAFO Expansion is not negiotiable. The plague of disinformation shall be eradicated.
Austrian - very oldschool liberal - Single 
Pronouns: He/Him/HIMARS♥️🇺🇦",1
11413,"#Time4RussianSpringRevolution 💥🐻‍❄️
#CoupAgainstPutin 🚜⏳
#DestaliniZeKremlin 💦🐀
Don't buy 💎 40% from 🇷🇺❤️‍🩹
#StopSUV #StopF1 ⛽🦍

#OneWorldOrNoWorld 🫂",-1
17516,Psssssssttttt!!! ......ssshhhh! calm down. Seriously..ssshhhhh.,0
21818,"Un giornale indipendente e trasparente che racconta il Paese reale senza retorica combattendo i pregiudizi, i luoghi comuni e gli stereotipi più retrivi e duri",1
33649,Ukrainian Russophobe.  23 years old.  Lviv,1
29301,"Экономист. Интроверт. Преподаю живопись. Живу в благословенной дэнээрии, где каждый день солнце, карнавал и мороженое. Поэтому иногда часто пью. Котики.",1
9848,I care about what's going on in the world...,0
28032,la France est pratiquement détruite. asseyez-vous et profitez du spectacle,0
30346,from Asean,1
28658,CITOYEN ENGAGÉ 🇨🇩 #Ir_informaticien| #Entrepreneur| #Tradeur |#CoachEnTrading_Forex. Politique Membre du #FCR #RDC.,0
29635,"Assistant Director, Entrepreneurship @fgcu | Follow our nationally ranked program @FGCUEnt",1
13515,"AntiGlobalist * FreeThinker * Patriot * Economist
""In a time of universal deceit - telling the truth is a revolutionary act""",-1
24712,Believer of Crypto-currency || Financial Market Analyst || Investment || Trading || Bsc Economics,0
9949,"знімаю, малюю циці, чаюю",1
21723,"Nezavisne novosti iz sveta i regiona. Nismo ni na čijoj platnoj listi. Finansiramo se preko reklama. Ako Vam koja zasmeta, kliknite je ;)",0
12961,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",1
3260,"Xerdan Ltd. Co. - Comprehensive Sustainability, Strategic Design, Crises &Emergencies. Veterans. We have Thoughts, not enemies: no time for that. Not endorsing",1
11270,"Nuova veste, nuovo percorso, nuovi traguardi.",0
13380,"The World’s Opinion Page, featuring exclusive commentaries by scholars, policymakers, practitioners, and civic activists.",1
27374,"#SlavaUkrani !

Supporting zero-inflation #NANO $XNO for instant feeless global payments, and #Monero $XMR against authoritarian governments",1
24537,'Propagandista de Sputnik' y 'mercenario del Kremlin',1
33387,"Came here to fight Trump’s war on truth, climate and democracy. Now resisting criminal Putin.  Husband, father, Private Investor 🇫🇮",1
31672,"Photographer, journalist & cultural producer.
Retired.",0
33517,"REDE PELICANO BRASIL DE DIREITOS HUMANOS
https://t.co/11VQVjgGwF",1
15167,I support Ukraine 🇺🇦 🇫🇷 🇪🇺 🇹🇼 fully vaxxed 💉 Believe in science. NO FLY ZONE OVER UKRAINE NOW !,0
6750,"Nothing special for me, I am a fierce defender of the human values, I wish for a world of truth, justice & dignity. Welcome to my tweets.",1
279,"The English edition of Asharq Al-Awsat, the leading Arab international newspaper @aawsat_news",1
3560,"Offizieller Twitter-Account der #BIG, dem Magazin für Basketball in Deutschland! 🏀🇩🇪",0
12992,@France24_en White House/DC Correspondent (former Sports Editor) - President of the White House Foreign Press Group. From 🇫🇷 🇺🇸 🇬🇪,1
2558,"73 hebdos, 1 quotidien, 12 gratuits, 25 pure-players et un desk national = 400 journalistes au service de l'info locale. Groupe #Publihebdos #SIPAOuestFrance",1
31996,"𝚊 𝚐𝚎𝚗𝚒𝚞𝚜 𝚘𝚏 𝚝𝚑𝚘𝚞𝚐𝚑𝚝, 𝚠𝚑𝚘 𝚙𝚞𝚋𝚕𝚒𝚜𝚑𝚎𝚜 𝚠𝚑𝚎𝚗 𝚝𝚑𝚎𝚢 𝚌𝚘𝚖𝚎",0
26749,I love life and I'm passionately curious about it:)),-1
11718,🇺🇦🏳️‍🌈🏳️‍⚧️🇪🇺 Well hello there! I am burdened with glorious purpose to make life miserable for vatniks everywhere. NAFO-irregular. #nafo #slavaukraini,1
35096,"@RedHat @ansible-core Engineer.

🐍 #Python enthusiast.
Inspired by open source.
🍒🥧 @CherryPy maintainer.
💘💍 @bluebirrrrd.
🗣️ 🇺🇦🇺🇸
🙏 #StandWithUkraine",-1
15427,Борімося з пропагандою рашизму разом.,0
21181,"❗без мови агресора❗
зла фємка та бендерівка",1
3795,All About Freedom & HUMAN RiGHTS in Russia and Belarus!,0
15643,"Casting a light on global Russian Military activity.
Where they are and what they are up to.

If you can provide Russian Military information, send us a DM.",0
1041,Journalist from Ukraine,0
32151,"Socio de Advice Strategic Consultants Autor de Innovación y éxito empresarial y Digitalización y éxito empresarial. Experto en Economía/Empresa, Sociología, TIC",-1
30399,Folgen Sie mir für Neuigkeiten aus ganz Deutschland. Nachrichten || Aktualisierung || alles deutsch.,1
20874,"Live on Twitch/old streams on YouTube at TheHappyHemorroid.

The Gen X streamer, Political atheist, Satire commentator. Searching the web so you don't have too.",0
26013,Think Tank independiente dedicado al estudio de las sociedades abiertas en tiempos desafiantes. Reconocido como uno de los 'Best New Think Tanks' por @TTCSP,1
23154,Everybody thinks you have to be rich to be Royalty. NAH! All you need is a Goat!!! Looking for Investors. https://t.co/ICjZyVNRat DM for info.,0
14025,"#Time4RussianSpringRevolution 💥🐻‍❄️
#CoupAgainstPutin 🚜⏳
#DestaliniZeKremlin 💦🐀
Don't buy 💎 40% from 🇷🇺❤️‍🩹
#StopSUV #StopF1 ⛽🦍

#OneWorldOrNoWorld 🫂",0
6422,https://t.co/F5IIxpDKvR,1
25941,"O que você pensa sobre mim não vai mudar quem eu sou, mas pode mudar o meu conceito sobre você.
 Dr. House  #StandWithUkraine 🇺🇦🕯🤍💫🕊🌿",1
35265,El Este ruso se acerca y sus oscuras intenciones no son buenas para occidente.,0
2634,India’s Oldest & Largest Combined Circulated Urdu Daily. Bridging divides & forging unity since 1923.,0
26053,Japan 🇯🇵 always stands with🇺🇦 and N💛A❤️F🦁O not in cage‼️多忙の為、翻訳はGoogle翻訳ボタンでコピペしかしてません。読みにくくてすみません！丁寧にやっていません！時間的にそれで精一杯です！鍵がかかっている方がフォローされてきたら防犯の為ブロックします,1
6139,"Live to Learn,learn to live,we are all-neighbours! #Stonemason,Grandfather,philosypher,fisherman,Peacekeeper,Captain of The Sea Chalet,Rider on the Storm..HD",1
7715,"Cat owner from Kherson🇺🇦. Here I post mainly about ongoing war in Ukraine and situation in my hometown, Kherson, currently occupied by Russians.",1
19460,"Informatikerin, #teamWissenschaft, #noAfD, #QuerdenkerSindTerroristen
#standWithUkraine",0
30198,"#ongoingTigrayGenocide #EndTigraySiege #ManMadeFamine #ኣኽሱማዊያንኢናመሓዞቐዳሞት #ኣለና‼️ they tried to bury us, they didn’t know we were Seeds.",1
398,Journalist observer specialized in analysis of international web media - Veritas vos liberabit,0
16304,W pirsarwarras,0
6804,3D visualizer based in Kyiv/Irpin 🇺🇦,0
35234,#UK Delegation to the Organization for Security and Co-operation in Europe (#OSCE).,1
23636,"Dziennikarka, inżynier górniczy II st. Ratownicy.Pasja zwycięstwa/ Babska szychta/ Drugie życie kopalń/ Czarne złoto. Mama Zuli i Mani",0
22443,Alarm Response Specialist | Travel Nick on  @RegencyRadio #Brighton | #ColdWar and #GDR history | #Shortwave and international radio addict,0
355,温和从容🍒岁月静好💕,1
16793,26 years in 🇺🇦 diplomatic service. Ukraine’s Ambassador to Austria (2014-2021). Author of “Undiplomatic Thoughts” (2021). Currently NAK Naftogaz.,1
3033,Here to study life... In all it's forms! And boy do #russians have some form! #Nafo #Fellas,0
29365,"Cuenta de Twitter de los canales de actualidad en Telegram de Info 288

🇪🇸 https://t.co/3Fq4JdoPGE…
🌍 https://t.co/J7FYZdHLsS
🏆 https://t.co/3A18PurjyW…",0
17220,"I'm a bot. Every minute of every day, I tell Putin to go fuck himself in various languages of the world. #IStandWithUkraine 🇺🇦",-1
3320,Un centesimo per i miei pensieri,0
5528,"@UNICEF_ECA Regional Director for Europe and Central Asia, 
and Special Coordinator for the Refugee and Migrant Response in Europe",-1
1535,"#Democracy is the face of a #layman
Democracy represents the #idea of a #nation 
Don't spoil it for #personal #riches & #Grudges

RT, QT and Likes ≠ endorsment.",0
5732,"Seeking solutions not political slogans. That's what energy engineers do. My MBA helps w business, budgeting, economic issues. What are we waiting for?",0
29426,"Jurist, Vorsitzender der Freien Wähler Speyer (früher Bürgergemeinschaft Speyer), Stadtrat, Enzyklopädist in der Wikipedia, Unterstützer der Energiewende",0
4819,"Moderate rebel against NWO. Anti NATO, Anti War, for Multipolar World. Changed three countries without moving at all. European, Yugoslavian, Serbian. #nolefam",1
10260,"Male || 🇲🇨

A Believer🇻🇦|| A Husband of a wife || Father of 2 || Progressive || PLURALIST || Happy Makes Lucky || ○ NOT Left | • CENTRIC • | ○ NOT Right",0
179,"Retired Earth Sciences Researcher, Professor, Analyst, Writer, Trekker and Explorer. 🥾🌎  Invested now in the new #Uranium Bull Market. ⚛️⛏️  🤠🐂",0
27811,"Democracy NOT Autocracy
We are living on the edge of history
Dystopian America is here now, alive and hungry.

#dystopian #future #USA #amwriting",1
33265,"Love Life, People, Animals, Technology, Gadgets, Engineering, Space.

Disclaimer: I am not responsible for anything I say, I don't know what I am saying!",0
